id,player_api_id,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
35335,31299,69,71,right,medium,medium,11,10,11,17,12,14,10,12,13,12,39,42,47,76,39,46,51,46,73,10,52,23,14,33,21,15,17,8,74,64,68,63,75
35336,31299,69,71,right,medium,medium,11,10,11,17,12,14,10,12,13,12,39,42,43,76,32,46,51,46,85,10,52,23,14,44,21,15,17,23,74,64,68,63,75
35337,31299,69,71,right,medium,medium,11,10,11,17,12,14,10,12,13,12,39,42,43,76,32,46,51,46,85,10,52,23,14,44,21,15,17,23,74,64,68,63,75
35338,31299,74,71,right,medium,medium,21,21,21,21,12,21,10,12,58,21,39,42,43,76,32,46,51,46,82,21,52,40,25,44,52,21,21,23,79,66,58,64,87
35339,31299,74,71,right,medium,medium,21,21,21,21,12,21,10,12,58,21,39,42,43,76,32,46,51,46,82,21,52,40,25,44,52,21,21,23,79,66,58,64,87
35340,31299,76,71,right,medium,medium,21,21,21,21,12,21,10,12,66,21,39,42,43,62,32,21,51,48,70,21,52,40,25,44,52,21,21,23,81,73,66,70,83
35341,31299,77,71,right,medium,medium,21,21,21,21,12,21,10,12,64,21,39,42,43,62,32,21,51,48,70,21,52,40,25,44,52,21,21,23,82,74,64,71,85
35342,31299,72,71,right,medium,medium,21,21,21,21,12,21,10,12,51,21,55,62,43,62,32,21,51,53,70,21,52,40,25,44,52,21,21,23,72,63,51,68,82
35343,31299,54,57,right,medium,medium,22,11,11,12,12,24,10,52,51,20,55,62,43,62,32,14,51,53,70,10,52,40,25,44,52,11,11,23,56,43,51,44,65
35425,196126,70,70,right,medium,medium,11,14,11,27,12,14,13,15,35,12,61,60,64,71,62,16,83,41,62,11,35,17,15,32,25,10,15,12,73,65,65,65,78
35426,196126,68,68,right,medium,medium,25,25,25,26,25,25,25,25,34,21,61,60,64,72,62,25,83,41,62,25,34,25,25,25,26,25,25,25,73,61,60,61,76
35427,196126,68,68,right,medium,medium,25,25,25,26,25,25,25,25,34,21,61,60,64,72,62,25,83,41,62,25,34,25,25,25,26,25,25,25,73,61,60,61,76
35428,196126,68,68,right,medium,medium,25,25,25,26,25,25,25,25,34,21,61,60,64,72,62,25,83,41,62,25,34,25,25,25,26,25,25,25,73,61,60,59,78
35429,196126,68,68,right,medium,medium,25,25,25,26,25,25,25,25,34,21,61,60,64,72,62,25,83,41,62,25,34,25,25,25,26,25,25,25,73,61,60,59,78
35430,196126,68,73,right,medium,medium,10,13,10,26,11,13,12,14,34,21,61,60,64,72,62,15,83,41,62,10,67,16,14,32,26,8,14,11,73,61,60,59,78
35431,196126,69,73,right,medium,medium,10,13,10,26,11,13,12,14,34,21,61,60,64,72,62,15,83,56,62,10,67,16,14,32,26,8,14,11,73,61,60,64,78
35432,196126,70,73,right,medium,medium,10,13,10,26,11,13,12,14,34,21,61,60,64,72,72,15,83,56,62,10,67,16,14,32,26,8,14,11,73,61,60,68,78
35433,196126,68,70,right,medium,medium,10,13,10,26,11,13,12,14,34,21,61,60,64,65,72,15,69,56,62,10,67,16,14,32,26,8,14,11,68,61,60,68,78
35434,196126,64,68,right,medium,medium,10,13,10,26,11,13,12,14,34,21,61,60,60,61,51,15,71,56,62,10,60,31,14,32,26,8,14,11,68,56,54,58,75
35435,196126,64,68,right,medium,medium,10,13,10,26,6,13,12,14,34,21,61,60,60,61,51,15,71,56,62,10,60,31,14,51,26,21,9,11,68,56,54,58,75
35436,196126,60,68,right,medium,medium,24,26,24,24,6,24,12,14,57,21,52,51,60,61,51,24,71,56,66,24,60,52,12,51,51,21,24,11,58,60,57,59,63
35437,196126,60,68,right,medium,medium,24,26,24,24,6,24,12,14,57,21,52,51,60,61,51,24,71,56,66,24,60,52,12,51,51,21,24,11,58,60,57,59,63
35525,29303,70,70,right,medium,medium,14,11,14,23,10,15,11,12,22,19,33,35,33,70,34,24,76,40,74,9,40,24,9,17,22,14,14,15,68,70,61,71,73
35526,29303,71,71,right,medium,medium,14,11,14,23,10,15,11,12,22,19,33,35,33,70,34,24,76,40,74,9,40,24,9,17,22,14,14,15,69,72,61,73,75
35527,29303,69,69,right,medium,medium,25,25,25,22,25,25,25,25,21,25,33,35,33,69,34,23,76,40,74,25,39,23,25,25,30,25,25,25,67,70,60,69,74
35528,29303,69,69,right,medium,medium,25,25,25,22,25,25,25,25,21,25,33,35,33,69,34,23,76,40,71,25,39,23,25,25,30,25,25,25,67,70,64,69,72
35529,29303,69,69,right,medium,medium,25,25,25,22,25,25,25,25,21,25,33,35,33,69,34,23,76,40,71,25,39,23,25,25,30,25,25,25,67,70,64,69,72
35530,29303,69,69,right,medium,medium,25,25,25,22,25,25,25,25,21,25,33,35,33,69,34,23,76,40,71,25,39,23,25,25,30,25,25,25,67,70,64,69,72
35531,29303,69,70,right,medium,medium,25,25,25,22,25,25,25,25,21,25,33,35,33,69,34,23,76,40,71,25,39,23,25,25,30,25,25,25,67,70,64,69,72
35532,29303,69,69,right,medium,medium,25,25,25,22,25,25,25,25,21,25,33,35,33,69,34,23,76,40,71,25,39,23,25,25,30,25,25,25,67,70,64,69,72
35533,29303,69,72,right,medium,medium,11,13,13,22,12,14,10,14,21,18,33,35,33,69,34,23,76,40,77,14,49,23,13,26,30,13,13,14,67,70,64,69,72
35534,29303,69,72,right,medium,medium,11,13,13,22,12,14,10,14,21,18,33,35,33,63,34,23,76,40,77,14,49,23,13,26,30,13,13,14,67,70,64,69,72
35535,29303,69,72,right,medium,medium,11,13,13,22,12,14,10,14,21,18,33,35,33,63,34,23,76,40,77,14,49,23,13,26,30,13,13,14,67,70,64,69,72
35536,29303,69,72,right,medium,medium,11,13,13,22,12,14,10,14,21,18,33,35,33,63,34,23,76,40,77,14,49,23,13,26,30,13,13,14,67,70,64,69,72
35537,29303,70,73,right,medium,medium,11,13,13,22,12,14,10,14,21,18,45,44,31,63,35,23,74,55,68,14,49,23,13,26,30,13,13,14,71,70,65,70,73
35538,29303,71,73,right,medium,medium,11,13,13,22,12,14,10,14,21,18,45,44,31,63,35,23,78,55,68,14,49,23,13,26,30,13,13,14,72,71,66,70,73
35539,29303,71,74,right,medium,medium,11,13,13,22,12,14,10,14,21,18,45,44,31,61,35,23,78,55,68,14,49,23,13,26,30,13,13,14,72,71,66,68,76
35540,29303,71,76,right,medium,medium,11,13,13,22,12,14,10,14,21,18,45,44,31,61,44,23,78,55,68,14,49,23,13,26,20,13,13,14,72,71,66,68,76
35541,29303,71,76,right,medium,medium,11,8,8,22,7,9,10,9,21,18,45,44,31,61,44,23,78,55,68,9,49,23,13,26,20,8,8,9,72,71,66,68,76
35542,29303,71,78,right,medium,medium,20,20,20,22,7,20,10,9,58,20,45,44,31,55,44,23,78,55,68,20,49,48,43,26,69,20,20,9,72,71,58,68,78
35543,29303,72,74,right,medium,medium,20,20,20,22,7,20,10,9,58,20,45,44,31,55,44,23,78,55,68,20,49,48,43,26,69,20,20,9,73,71,58,69,78
35544,29303,66,74,right,medium,medium,20,20,20,22,7,20,10,9,58,20,45,44,31,55,44,23,78,55,68,20,49,48,43,26,69,20,20,9,64,63,58,62,74
35545,29303,65,74,right,medium,medium,20,20,20,22,7,20,10,9,51,20,45,44,31,55,44,23,78,55,68,20,49,48,43,26,69,20,20,9,61,61,51,62,73
35546,29303,65,74,right,medium,medium,20,20,20,22,7,20,10,9,51,20,45,44,31,55,44,23,78,55,68,20,49,48,43,26,69,20,20,9,61,61,51,62,73
35682,42231,63,63,right,medium,medium,11,15,15,29,21,14,17,15,28,22,42,38,44,64,48,13,61,31,56,15,35,19,16,12,21,14,11,13,68,57,60,63,66
35683,42231,63,63,right,medium,medium,11,15,15,29,21,14,17,15,28,22,42,38,44,64,48,13,61,31,56,15,35,19,16,12,21,14,11,13,68,57,60,63,66
35684,42231,62,62,right,medium,medium,11,15,15,29,21,14,17,15,28,22,42,38,44,63,48,13,61,31,56,15,35,19,16,14,21,14,11,13,68,57,60,60,65
35685,42231,62,62,right,medium,medium,11,15,15,29,21,14,17,15,28,22,42,38,44,63,48,13,61,31,56,15,35,19,16,9,21,14,11,13,67,57,60,60,65
35686,42231,60,60,right,medium,medium,25,25,25,28,20,25,25,25,27,31,42,38,44,58,48,32,61,31,56,25,33,25,25,25,29,25,25,25,63,56,56,59,62
35687,42231,60,60,right,medium,medium,25,25,25,28,20,25,25,25,27,31,42,38,44,58,48,32,61,31,56,25,33,25,25,25,29,25,25,25,63,58,56,59,62
35688,42231,62,62,right,medium,medium,25,25,25,28,20,25,25,25,27,31,42,38,44,57,48,32,61,31,56,25,33,25,25,25,29,25,25,25,67,58,56,60,63
35689,42231,62,62,right,medium,medium,25,25,25,28,20,25,25,25,27,31,42,38,47,60,50,32,61,31,56,25,33,25,25,25,29,25,25,25,67,58,56,60,64
35690,42231,62,63,right,medium,medium,25,25,25,28,20,25,25,25,27,31,42,38,47,60,50,32,61,31,56,25,33,25,25,25,29,25,25,25,66,58,56,60,64
35691,42231,62,63,right,medium,medium,25,25,25,28,20,25,25,25,27,31,42,38,47,60,50,32,61,31,56,25,33,25,25,25,29,25,25,25,66,58,56,61,64
35692,42231,63,63,right,medium,medium,25,25,25,28,20,25,25,25,27,31,42,38,47,60,50,32,61,31,56,25,33,25,25,25,29,25,25,25,66,59,56,64,64
35693,42231,62,62,right,medium,medium,25,25,25,28,20,25,25,25,27,31,42,38,47,60,50,32,61,31,56,25,33,25,25,25,29,25,25,25,64,59,56,64,64
35694,42231,62,62,right,medium,medium,25,25,25,28,20,25,25,25,27,31,41,38,47,60,50,32,61,31,56,25,33,25,25,25,29,25,25,25,62,59,56,64,63
35695,42231,62,67,right,medium,medium,25,25,25,28,20,25,25,25,27,31,41,38,47,60,50,32,61,31,56,25,33,25,25,25,29,25,25,25,62,59,56,64,63
35696,42231,62,67,right,medium,medium,25,25,25,28,20,25,25,25,27,31,41,38,47,60,50,32,61,31,56,25,33,25,25,25,29,25,25,25,62,59,56,64,63
35697,42231,62,67,right,medium,medium,10,14,14,28,20,13,16,14,27,31,41,38,47,60,50,32,61,31,56,14,33,18,14,8,29,13,10,12,62,59,56,64,63
35698,42231,62,67,right,medium,medium,10,14,14,28,20,13,16,14,27,31,57,57,62,60,58,32,61,53,56,14,55,25,17,32,29,13,10,12,62,59,56,64,63
35699,42231,62,67,right,medium,medium,10,14,14,38,20,13,16,14,37,31,57,57,62,60,58,52,61,53,56,14,55,25,17,32,38,13,10,12,62,59,56,64,63
35700,42231,62,67,right,medium,medium,10,14,14,38,20,13,16,14,37,31,57,57,62,60,58,52,61,53,56,14,55,25,17,32,38,13,10,12,62,59,56,64,63
35701,42231,63,67,right,medium,medium,5,9,7,38,9,8,9,9,37,31,57,57,62,60,58,52,61,53,56,14,55,25,17,51,38,8,8,12,64,59,55,66,65
35702,42231,64,66,right,medium,medium,23,23,23,38,9,23,9,9,56,31,57,57,62,60,58,52,61,53,56,23,55,54,18,51,53,23,23,12,65,60,56,67,66
35703,42231,65,67,right,medium,medium,23,23,23,38,9,23,9,9,57,31,57,57,62,60,58,52,61,53,56,23,55,54,18,51,53,23,23,12,66,61,57,68,67
35704,42231,54,65,right,medium,medium,23,23,23,38,9,23,9,9,54,31,57,51,62,59,58,52,61,52,56,23,55,54,18,51,53,23,23,12,52,56,54,56,53
35705,42231,57,65,right,medium,medium,23,23,23,38,9,23,9,9,56,31,57,51,62,59,58,52,61,52,56,23,55,54,18,51,53,23,23,12,54,58,56,58,55
35706,42231,57,74,right,medium,medium,4,15,32,38,9,36,9,53,56,42,57,51,62,59,58,48,61,52,56,13,55,54,18,51,53,8,18,12,54,58,56,58,55
36618,42692,76,76,left,medium,medium,11,10,10,26,10,10,13,10,29,21,49,39,38,70,27,23,65,30,45,11,12,13,10,30,22,19,12,12,79,73,63,77,79
36619,42692,76,76,left,medium,medium,11,10,10,26,10,10,13,10,29,21,49,39,38,70,27,23,65,30,45,11,12,13,10,30,22,19,12,12,79,73,61,77,81
36620,42692,76,76,right,medium,medium,11,10,10,26,10,10,13,10,29,21,49,39,38,70,27,23,65,30,45,11,12,13,10,30,22,19,12,12,79,73,61,77,81
36621,42692,75,75,right,medium,medium,25,25,25,25,25,25,25,25,28,20,49,39,38,69,27,28,65,30,45,25,25,25,25,25,21,25,25,25,78,70,62,75,80
36622,42692,74,74,right,medium,medium,25,25,25,25,25,25,25,25,28,20,49,39,38,69,27,28,65,30,45,25,25,25,25,25,21,25,25,25,77,69,62,75,80
36623,42692,75,76,right,medium,medium,25,25,25,26,25,25,25,25,29,21,49,39,38,70,27,29,65,30,45,25,25,25,25,25,22,25,25,25,78,70,63,76,81
36624,42692,75,76,right,medium,medium,25,25,25,26,25,25,25,25,29,21,49,39,38,70,27,29,65,30,45,25,25,25,25,25,22,25,25,25,78,70,60,76,82
36625,42692,73,74,right,medium,medium,25,25,25,26,25,25,25,25,29,21,49,39,38,70,27,29,65,30,45,25,25,25,25,25,22,25,25,25,78,68,60,74,76
36626,42692,73,74,right,medium,medium,25,25,25,26,25,25,25,25,29,21,49,39,38,70,27,29,65,30,45,25,25,25,25,25,22,25,25,25,78,68,60,74,76
36627,42692,73,74,right,medium,medium,25,25,25,26,25,25,25,25,29,21,49,39,38,63,27,29,65,30,45,25,25,25,25,25,22,25,25,25,80,68,60,74,76
36628,42692,73,73,right,medium,medium,25,25,25,26,25,25,25,25,29,21,49,39,38,63,27,29,65,30,45,25,25,25,25,25,22,25,25,25,79,70,60,73,76
36629,42692,71,73,right,medium,medium,25,25,25,26,25,25,25,25,29,21,49,39,38,63,27,29,65,30,45,25,25,25,25,25,22,25,25,25,74,68,56,70,78
36630,42692,71,75,right,medium,medium,25,25,25,26,25,25,25,25,29,21,49,39,38,63,27,29,65,30,45,25,25,25,25,25,22,25,25,25,74,68,56,70,78
36631,42692,70,74,right,medium,medium,25,25,25,26,25,25,25,25,29,21,40,40,38,63,27,29,65,30,41,25,25,25,25,25,22,25,25,25,71,67,58,72,72
36632,42692,70,74,right,medium,medium,25,25,25,26,25,25,25,25,29,21,40,40,38,64,27,29,65,30,41,25,25,25,25,25,22,25,25,25,71,67,58,72,72
36633,42692,70,74,right,medium,medium,11,10,10,26,10,10,13,10,29,21,40,40,38,64,27,29,65,30,41,10,12,14,10,13,22,19,8,12,71,67,58,72,72
36634,42692,68,74,right,medium,medium,11,10,10,26,10,10,13,10,29,21,45,45,44,64,54,29,71,53,60,10,41,21,10,32,22,19,8,12,70,66,50,70,72
36635,42692,67,70,right,medium,medium,11,10,10,26,10,10,13,10,29,21,45,45,44,52,54,29,71,53,60,10,41,21,10,32,22,19,8,12,68,67,65,67,69
36636,42692,67,70,right,medium,medium,11,10,10,26,10,10,13,10,29,21,45,45,44,52,50,29,71,58,60,10,41,21,10,44,22,19,8,12,68,67,65,67,69
36637,42692,65,74,right,medium,medium,11,10,20,26,10,10,13,10,29,21,45,45,44,46,60,29,71,58,60,10,41,21,10,44,22,9,20,12,67,64,59,64,69
36638,42692,65,74,right,medium,medium,11,10,20,26,10,10,13,10,29,21,45,45,44,46,60,29,71,58,60,10,41,21,10,44,22,22,20,24,67,64,59,64,69
36639,42692,59,70,right,medium,medium,21,21,21,26,10,21,13,10,56,21,45,45,44,46,60,29,71,58,60,21,41,41,42,44,40,22,21,24,58,58,56,59,62
36640,42692,58,72,right,medium,medium,21,21,21,26,10,21,13,10,57,21,40,41,44,46,60,29,71,58,50,21,61,51,52,44,50,22,21,24,58,58,57,59,60
36641,42692,58,72,right,medium,medium,21,21,21,26,10,21,13,10,57,21,40,41,44,46,60,29,71,58,50,21,61,51,52,44,50,22,21,24,58,58,57,59,60
36642,42692,56,67,right,medium,medium,21,21,21,26,10,21,13,20,60,21,21,21,44,46,60,29,71,48,40,21,61,61,52,44,50,22,21,24,61,53,60,63,50
36643,42692,56,67,right,medium,medium,21,21,21,26,10,21,13,20,60,21,21,21,44,46,60,29,71,48,40,21,61,61,52,44,50,22,21,24,61,53,60,63,50
36889,115184,81,81,right,medium,medium,11,10,13,24,13,11,24,66,26,19,51,54,42,78,37,24,75,32,80,14,31,20,15,52,23,15,14,13,82,78,79,81,83
36890,115184,80,80,right,medium,medium,25,25,25,24,25,25,48,66,26,25,51,54,42,76,37,54,75,32,80,25,31,20,25,25,48,25,25,25,81,78,79,80,82
36891,115184,79,79,right,medium,medium,25,25,25,24,25,25,48,66,26,25,51,54,42,76,37,54,75,32,80,25,31,20,25,25,48,25,25,25,80,77,79,80,81
36892,115184,78,78,right,medium,medium,25,25,25,24,25,25,48,66,26,25,51,54,42,76,37,54,75,32,80,25,31,20,25,25,48,25,25,25,78,77,79,78,79
36893,115184,78,78,right,medium,medium,25,25,25,24,25,25,48,66,26,25,51,54,42,76,37,54,75,32,80,25,31,20,25,25,48,25,25,25,78,77,79,78,79
36894,115184,78,78,right,medium,medium,25,25,25,24,25,25,48,66,26,25,51,54,42,75,37,54,75,32,80,25,31,20,25,25,48,25,25,25,78,77,79,78,78
36895,115184,78,78,right,medium,medium,25,25,25,24,25,25,48,66,26,25,51,54,42,75,37,54,75,32,80,25,31,20,25,25,48,25,25,25,78,77,79,78,78
36896,115184,76,76,right,medium,medium,25,25,25,24,25,25,48,66,26,25,51,54,42,74,37,54,75,32,80,25,31,20,25,25,48,25,25,25,76,75,78,76,76
36897,115184,75,77,right,medium,medium,25,25,25,24,25,25,48,66,26,25,51,54,42,74,37,63,75,32,80,25,31,20,25,25,48,25,25,25,76,71,78,75,76
36898,115184,73,76,right,medium,medium,25,25,25,24,25,25,48,66,26,25,51,54,42,74,37,63,75,32,75,25,31,20,25,25,48,25,25,25,74,69,76,73,74
36899,115184,73,76,right,medium,medium,25,25,25,24,25,25,48,66,26,25,51,54,42,74,37,63,75,32,75,25,31,20,25,25,48,25,25,25,74,69,76,73,74
36900,115184,73,76,right,medium,medium,25,25,25,24,25,25,28,66,26,25,51,54,42,74,37,33,75,32,75,25,31,20,25,25,20,25,25,25,74,69,76,73,74
36901,115184,71,76,right,medium,medium,11,10,13,24,13,11,62,72,26,19,51,54,42,74,37,68,75,48,75,49,31,20,15,25,20,15,14,13,72,69,75,67,73
36902,115184,69,76,right,medium,medium,11,10,13,24,13,11,12,11,26,19,51,54,42,74,37,55,75,48,75,11,31,20,15,25,20,15,14,13,65,70,61,67,73
36903,115184,69,76,right,medium,medium,11,10,17,24,13,11,9,10,26,19,51,54,42,74,37,23,75,48,75,9,31,20,15,25,20,15,14,13,65,70,61,67,73
36904,115184,70,76,right,medium,medium,12,11,18,25,14,12,10,11,27,20,51,54,42,74,37,24,75,48,75,10,31,20,15,25,21,16,15,14,66,71,62,68,74
36905,115184,69,77,right,medium,medium,12,11,18,25,14,12,10,11,27,20,51,54,42,74,68,24,75,48,75,10,31,20,15,25,21,16,15,14,66,71,62,68,74
36906,115184,69,77,right,medium,medium,7,6,18,25,9,7,10,11,27,20,51,54,42,74,68,24,75,48,75,10,31,20,15,25,21,16,15,4,66,71,62,68,74
36907,115184,69,77,right,medium,medium,23,23,23,25,9,23,10,11,62,23,51,54,42,74,68,24,75,48,75,23,31,41,30,25,61,23,23,4,66,71,62,68,74
36908,115184,69,77,right,medium,medium,23,23,23,25,9,23,10,11,62,23,51,54,42,74,68,24,75,48,75,23,31,41,30,25,61,23,23,4,66,71,62,68,74
37629,254472,65,73,right,medium,medium,13,11,13,30,13,19,15,14,26,23,44,42,32,61,60,25,55,22,62,16,25,22,19,38,20,19,20,18,67,63,60,62,69
37630,254472,61,69,right,medium,medium,13,11,13,30,13,19,15,14,26,23,44,42,32,61,60,25,55,22,62,16,25,22,19,38,20,19,20,18,62,61,60,59,64
37631,254472,61,69,right,medium,medium,13,11,13,30,13,19,15,14,26,23,44,42,32,61,60,25,55,45,62,16,25,22,19,38,20,19,20,18,62,61,60,59,64
37632,254472,61,69,right,medium,medium,13,11,13,30,13,19,15,14,26,23,44,42,32,61,60,25,55,45,62,16,25,22,19,38,20,19,20,18,62,61,60,59,64
37633,254472,61,69,right,medium,medium,13,11,13,30,13,19,15,14,26,23,44,42,32,61,60,25,55,45,62,16,25,22,19,14,20,19,20,18,62,61,60,59,64
37634,254472,58,66,right,medium,medium,13,11,13,30,13,19,15,14,26,23,44,42,32,61,60,25,55,45,62,16,25,22,19,14,20,19,20,18,61,56,59,53,62
37635,254472,57,65,right,medium,medium,25,25,25,29,25,25,25,25,25,26,44,42,32,60,60,24,55,45,62,25,24,21,25,25,33,25,25,25,60,55,58,52,61
37636,254472,57,65,right,medium,medium,25,25,25,29,25,25,25,25,25,26,44,42,32,60,60,24,55,45,62,25,24,21,25,25,33,25,25,25,60,55,58,52,61
37637,254472,57,65,right,medium,medium,25,25,25,29,25,25,25,25,25,26,44,42,32,60,60,24,55,45,62,25,24,21,25,25,33,25,25,25,60,55,58,52,61
37638,254472,57,65,right,medium,medium,25,25,25,29,25,25,25,25,25,26,44,42,32,60,60,24,55,45,62,25,24,21,25,25,33,25,25,25,60,55,58,52,61
37639,254472,57,65,right,medium,medium,25,25,25,29,25,25,25,25,25,26,44,42,32,60,60,24,55,45,62,25,24,21,25,25,33,25,25,25,60,55,58,52,61
37640,254472,57,65,right,medium,medium,25,25,25,29,25,25,25,25,25,26,44,42,32,60,60,24,55,45,62,25,24,21,25,25,33,25,25,25,60,55,58,52,61
37641,254472,57,72,right,medium,medium,25,25,25,29,25,25,25,25,25,26,44,42,32,60,60,24,55,54,62,25,24,21,25,25,33,25,25,25,60,55,58,52,61
37642,254472,57,72,right,medium,medium,25,25,25,29,25,25,25,25,25,26,44,42,32,60,60,24,55,54,62,25,24,21,25,25,33,25,25,25,60,55,58,52,61
37643,254472,57,72,right,medium,medium,12,10,12,29,12,18,14,13,25,26,44,42,32,60,60,24,55,54,62,15,24,21,18,13,33,18,19,17,60,55,58,52,61
37644,254472,57,72,right,medium,medium,12,10,12,29,12,18,14,13,25,26,44,42,32,60,60,24,55,54,62,15,24,21,18,13,33,18,19,17,60,55,58,52,61
37645,254472,57,72,right,medium,medium,12,10,12,29,12,18,14,13,25,26,44,42,32,60,60,24,55,54,62,15,24,21,18,13,33,18,19,17,60,55,58,52,61
37646,254472,57,72,right,medium,medium,12,10,12,29,12,18,14,13,25,26,44,42,32,60,60,24,55,54,62,15,24,21,18,13,33,18,19,17,60,55,58,52,61
37647,254472,57,72,right,medium,medium,12,10,12,29,12,18,14,13,25,26,44,42,32,60,60,24,55,54,62,15,24,21,18,13,33,18,19,17,60,55,58,52,61
37648,254472,57,72,right,medium,medium,12,10,12,29,12,18,14,13,25,26,44,42,32,60,60,24,55,54,62,15,24,21,18,13,33,18,19,17,60,55,58,52,61
37714,33330,63,63,right,medium,medium,25,25,25,35,29,25,25,25,36,27,55,55,58,61,57,25,60,42,61,25,44,25,25,25,29,20,21,24,65,60,64,63,66
37715,33330,63,63,right,medium,medium,25,25,25,35,29,25,25,25,36,27,55,55,58,61,57,25,60,42,61,25,44,25,25,25,29,20,21,24,65,60,64,63,66
37716,33330,63,63,right,medium,medium,25,25,25,35,29,25,25,25,36,27,55,55,58,61,57,25,60,42,61,25,44,25,25,25,29,20,21,24,65,60,64,63,66
37717,33330,63,63,right,medium,medium,25,25,25,35,29,25,25,25,36,27,55,55,58,61,57,25,60,51,61,25,44,25,25,25,29,20,21,24,65,60,64,63,66
37718,33330,63,63,right,medium,medium,25,25,25,35,29,25,25,25,36,27,55,55,58,61,57,25,64,51,72,25,64,25,25,25,29,20,21,24,65,60,64,63,66
37719,33330,62,67,right,medium,medium,25,25,25,35,29,25,25,25,36,27,55,55,58,58,57,25,64,51,72,25,64,25,25,33,29,30,31,24,64,58,65,60,68
37720,33330,62,67,right,medium,medium,25,25,25,35,29,25,25,25,36,27,55,55,58,58,57,25,64,51,72,25,64,25,25,33,29,30,31,24,64,58,65,60,68
37721,33330,66,66,right,medium,medium,25,25,25,35,29,25,25,53,56,27,64,55,58,58,57,17,64,51,66,20,64,25,25,33,29,30,31,24,64,63,56,73,64
37755,520798,55,63,right,medium,medium,25,25,25,22,25,25,25,25,24,20,45,42,40,50,51,24,49,32,62,20,22,25,25,25,32,25,25,25,55,56,49,55,55
37756,520798,53,61,right,medium,medium,25,25,25,22,25,25,25,25,24,20,45,42,40,50,51,24,49,32,62,20,22,25,25,25,32,25,25,25,56,50,47,52,54
37757,520798,53,65,right,medium,medium,25,25,25,22,25,25,25,25,24,20,45,42,40,50,51,24,49,32,62,20,22,25,25,25,32,25,25,25,56,50,47,52,54
37758,520798,53,65,right,medium,medium,25,25,25,22,25,25,25,25,24,20,45,42,40,50,51,24,49,32,62,20,22,25,25,25,32,25,25,25,56,50,47,52,54
37914,29529,68,68,right,medium,medium,14,14,15,23,15,12,15,15,22,22,38,43,27,71,36,24,80,36,77,13,36,21,19,11,12,13,12,12,75,61,68,60,74
37915,29529,68,68,right,medium,medium,14,14,15,23,15,12,15,15,22,22,38,43,27,71,36,24,80,36,77,13,36,21,19,11,12,13,12,12,75,61,68,60,73
37916,29529,67,67,right,medium,medium,25,25,25,22,25,25,25,25,21,21,38,43,27,73,36,23,80,36,77,25,45,20,25,25,25,25,25,25,74,60,67,58,72
37917,29529,67,67,right,medium,medium,25,25,25,22,25,25,25,25,21,21,38,43,27,73,36,23,80,36,77,25,45,20,25,25,25,25,25,25,74,60,67,58,72
37918,29529,67,67,right,medium,medium,25,25,25,22,25,25,25,25,21,21,38,43,27,73,36,23,80,36,77,25,45,20,25,25,25,25,25,25,74,60,67,58,72
37919,29529,67,67,right,medium,medium,25,25,25,22,25,25,25,25,21,21,38,43,27,73,36,23,80,36,77,25,45,20,25,25,25,25,25,25,74,60,67,58,72
37920,29529,67,69,right,medium,medium,25,25,25,22,25,25,25,25,21,21,38,43,27,73,36,23,80,36,77,25,45,20,25,25,25,25,25,25,74,60,67,58,72
37921,29529,65,69,right,medium,medium,25,25,25,22,25,25,25,25,21,21,58,63,37,72,36,23,80,36,77,25,45,20,25,25,25,25,25,25,74,60,66,56,68
37922,29529,70,71,right,medium,medium,13,13,14,22,14,13,14,14,21,21,58,63,37,72,36,23,80,41,77,12,45,20,18,10,11,12,11,11,77,65,62,70,70
37923,29529,70,71,right,medium,medium,13,13,14,22,14,13,14,14,21,21,58,63,37,72,36,23,80,41,77,12,45,20,18,10,11,12,11,11,77,65,62,70,70
37924,29529,70,71,right,medium,medium,13,13,14,22,14,13,14,14,21,21,58,63,37,72,36,23,80,41,77,12,45,20,18,10,11,12,11,11,77,65,62,70,70
37925,29529,70,71,right,medium,medium,13,13,14,22,14,13,14,14,21,21,58,63,37,72,36,23,80,41,77,12,45,20,18,10,11,12,11,11,77,65,62,70,70
37926,29529,70,72,right,medium,medium,13,13,14,22,14,13,14,14,21,21,58,63,37,72,36,23,80,56,77,12,45,20,18,10,11,12,11,11,77,65,62,70,70
37927,29529,68,72,right,medium,medium,13,13,14,22,14,13,14,14,21,21,58,63,37,72,36,23,80,56,77,12,45,20,18,10,11,12,11,11,69,70,65,63,70
37928,29529,70,72,right,medium,medium,13,13,14,22,14,13,14,14,21,21,58,63,37,72,36,23,80,56,77,12,45,20,18,10,11,12,11,11,71,70,65,68,70
37929,29529,71,77,right,medium,medium,13,13,14,22,14,13,14,14,21,21,58,63,37,72,50,23,80,56,77,12,59,23,18,40,11,12,11,11,73,74,65,68,70
37930,29529,73,80,right,medium,medium,8,8,9,22,9,8,9,9,21,21,58,63,37,72,50,23,74,57,77,12,59,23,18,40,11,7,11,6,77,67,68,71,75
